Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"MF Imam, AE Aboutabl, EH Mohamed",Automating text simplification using pictographs for people with language deficits,2019.0,International Journal of …,mecs-press.org,https://www.mecs-press.org/ijitcs/ijitcs-v11-n7/IJITCS-V11-N7-4.pdf,https://scholar.google.com/scholar?cites=11750490261120981260&as_sdt=2005&sciodt=2007&hl=en,146,2022-07-10 13:41,PDF,,,,,,,,3,1.0,1,3,3.0,… Abstract—Automating text simplification is a challenging research area due … text is one of such means. This paper presents a system which performs text simplification by translating text …,https://www.mecs-press.org/ijitcs/ijitcs-v11-n7/IJITCS-V11-N7-4.pdf,https://scholar.google.com/scholar?q=related:DJnNvqIgEqMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"S Omar, JA Bakar, MM Nadzir…",Text simplification for Malay corpus: A Review,2021.0,… on Computer & …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9497167/,,147,2022-07-10 13:41,,,,,,,,,0,0.0,0,4,1.0,"… text readability is rather similar to the issue of ""simplifying or not simplifying"" in the TS. Any term deletion can also be achieved in simplification. … primary purpose of text simplification is to …",,https://scholar.google.com/scholar?q=related:_AJvBVEi1cIJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
8,"I Dornescu, R Evans, C Orǎsan",A tagging approach to identify complex constituents for text simplification,2013.0,Proceedings of the International …,aclanthology.org,https://aclanthology.org/R13-1029.pdf,https://scholar.google.com/scholar?cites=1234590488409883613&as_sdt=2005&sciodt=2007&hl=en,148,2022-07-10 13:41,PDF,,,,,,,,8,0.89,3,3,9.0,… Text simplification systems need to detect and categorise constituents in order to generate … of classification errors on an automatic text simplification system. The results are encouraging. …,https://aclanthology.org/R13-1029.pdf,https://scholar.google.com/scholar?q=related:3UO_EIIlIhEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"A Fenogenova, SD Sberbank",Text Simplification with Autoregressive Models,2021.0,,dialog-21.ru,https://www.dialog-21.ru/media/5595/fenogenovaa141.pdf,https://scholar.google.com/scholar?cites=7830480084617386545&as_sdt=2005&sciodt=2007&hl=en,149,2022-07-10 13:41,PDF,,,,,,,,1,1.0,1,2,1.0,… Text Simplification is the task of reducing the complexity of the vocabulary and sentence structure of the text while retaining its original meaning with the goal of improving readability …,https://www.dialog-21.ru/media/5595/fenogenovaa141.pdf,https://scholar.google.com/scholar?q=related:MdpjOCZ0q2wJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
8,"I Gonzalez-Dios, MJ Aranzabe…",Detecting apposition for text simplification in Basque,2013.0,… on Intelligent Text …,Springer,https://link.springer.com/chapter/10.1007/978-3-642-37256-8_42,https://scholar.google.com/scholar?cites=4335075273370806426&as_sdt=2005&sciodt=2007&hl=en,150,2022-07-10 13:41,,10.1007/978-3-642-37256-8_42,,,,,,,8,0.89,3,3,9.0,… In section 6 we describe how this tool will be used for Automatic Text Simplification and … But for some tasks like Automatic Text Simplification they should be distinguished. Apposition …,http://ixa.eus/sites/default/files/dokumentuak/3193/Detecting%20Apposition%20for%20Text%20Simplification%20in%20Basqu.pdf,https://scholar.google.com/scholar?q=related:mqjYL_5HKTwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"G Leroy, D Kauchak, D Haeger, D Spegman",Evaluation of an online text simplification editor using manual and automated metrics for perceived and actual text difficulty,2022.0,JAMIA open,academic.oup.com,https://academic.oup.com/jamiaopen/article-abstract/5/2/ooac044/6594967,,151,2022-07-10 13:41,,,,,,,,,0,0.0,0,4,1.0,"… is to assist text simplification with an experimentally validated, easy-to-use, online text editor. … , we intend to evaluate more extensively the outcomes from using our text simplification tool …",https://academic.oup.com/jamiaopen/article/5/2/ooac044/6594967,https://scholar.google.com/scholar?q=related:MkIzDgOnvcoJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"A Dmitrieva, J Tiedemann",A Multi-task Learning Approach to Text Simplification,2020.0,"… Conference on Analysis of Images, Social …",Springer,https://link.springer.com/chapter/10.1007/978-3-030-71214-3_7,https://scholar.google.com/scholar?cites=17636415997037947509&as_sdt=2005&sciodt=2007&hl=en,152,2022-07-10 13:41,,10.1007/978-3-030-71214-3_7,,,,,,,1,0.5,1,2,2.0,"… However, the usage of summarization techniques to aid simplification systems has not yet … a text simpler, we propose a framework where summarization assists text simplification in a …",,https://scholar.google.com/scholar?q=related:dap2VugiwfQJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
8,"P Laban, T Schnabel, P Bennett, MA Hearst",Keep it simple: Unsupervised simplification of multi-paragraph text,2021.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2107.03444,https://scholar.google.com/scholar?cites=4857541191756909402&as_sdt=2005&sciodt=2007&hl=en,153,2022-07-10 13:41,,,,,,,,,8,8.0,2,4,1.0,… of text simplification is to make a complex text accessible to a wide audience by increasing its readability. In contrast with text sum… We propose that text simplification algorithms need to …,https://arxiv.org/pdf/2107.03444,https://scholar.google.com/scholar?q=related:Wot_QPpzaUMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
6,"T Li, Y Li, J Qiang, YH Yuan",Text simplification with self-attention-based pointer-generator networks,2018.0,International Conference on Neural …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-04221-9_48,https://scholar.google.com/scholar?cites=9634224468633986339&as_sdt=2005&sciodt=2007&hl=en,154,2022-07-10 13:41,,10.1007/978-3-030-04221-9_48,,,,,,,6,1.5,2,4,4.0,"… model which achieves success in many text generation tasks. However, dealing … Text Simplification task. In this paper, in order to solve these problems, we propose a text simplification …",,https://scholar.google.com/scholar?q=related:IyVOIxyks4UJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
4,"R Wilkens, B Oberle, A Todirascu",Coreference-based text simplification,2020.0,… of the 1st Workshop on Tools …,aclanthology.org,https://aclanthology.org/2020.readi-1.14/,https://scholar.google.com/scholar?cites=7183417601322410366&as_sdt=2005&sciodt=2007&hl=en,155,2022-07-10 13:41,HTML,,,,,,,,4,2.0,1,3,2.0,"… Usually, simplification systems consider only lexical and … Thus, studies on the impact of simplification in text cohesion … -based system for automatic text simplification, aiming at adapting …",https://aclanthology.org/2020.readi-1.14/,https://scholar.google.com/scholar?q=related:fmEcwD-gsGMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,X Wan,Automatic Text Simplification,2018.0,,direct.mit.edu,https://direct.mit.edu/coli/article-abstract/44/4/659/1610,https://scholar.google.com/scholar?cites=6910624732272103648&as_sdt=2005&sciodt=2007&hl=en,156,2022-07-10 13:41,,,,,,,,,2,0.5,2,1,4.0,"… This chapter first introduces applications of text simplification for specific target … the use of text simplification to facilitate other NLP tasks, including parsing, information extraction, and text …",https://direct.mit.edu/coli/article-pdf/44/4/659/1809955/coli_r_00332.pdf,https://scholar.google.com/scholar?q=related:4JAbd5R4518J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
24,"MJ Aranzabe, AD De Ilarraza…",Transforming complex sentences using dependency trees for automatic text simplification in Basque,2013.0,… del lenguaje natural,journal.sepln.org,http://journal.sepln.org/sepln/ojs/ojs/index.php/pln/article/view/4660,https://scholar.google.com/scholar?cites=15117000562233342333&as_sdt=2005&sciodt=2007&hl=en,157,2022-07-10 13:41,,,,,,,,,24,2.67,8,3,9.0,"… Abstract: In this paper we present a module of the Text Simplification architecture that we are … Keywords: Text Simplification, sentence splitting, Basque, clause boundary identification …",http://journal.sepln.org/sepln/ojs/ojs/index.php/pln/article/download/4660/2762/,https://scholar.google.com/scholar?q=related:fXlMBetfytEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
3,"C Garbacea, M Guo, S Carton, Q Mei",Explainable prediction of text complexity: The missing preliminaries for text simplification,2020.0,arXiv preprint arXiv:2007.15823,arxiv.org,https://arxiv.org/abs/2007.15823,https://scholar.google.com/scholar?cites=14284076660637828541&as_sdt=2005&sciodt=2007&hl=en,158,2022-07-10 13:41,,,,,,,,,3,1.5,1,4,2.0,"… Text simplification reduces the language complexity of professional content for accessibility … of input text, usually functioning as a blackbox. We show that text simplification can be …",https://arxiv.org/pdf/2007.15823,https://scholar.google.com/scholar?q=related:vQXE5Qo8O8YJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"N Pattisapu, N Prabhu, S Bhati, V Varma",Leveraging Social Media for Medical Text Simplification,2020.0,Proceedings of the 43rd …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3397271.3401105,https://scholar.google.com/scholar?cites=11319397574563621167&as_sdt=2005&sciodt=2007&hl=en,159,2022-07-10 13:41,,10.1145/3397271.3401105,,,,,,,1,0.5,0,4,2.0,… text. Experiments on four datasets show that our method significantly outperforms the best known medical text simplification … pertaining to medical text simplification methods. In a nutshell…,,https://scholar.google.com/scholar?q=related:L2lIDx-UFp0J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"X He, R Zhang, J Alpert, S Zhou, TJ Adam, A Raisa…",When text simplification is not enough: could a graph-based visualization facilitate consumers' comprehension of dietary supplement information?,2021.0,JAMIA …,academic.oup.com,https://academic.oup.com/jamiaopen/article-abstract/4/1/ooab026/6217389,https://scholar.google.com/scholar?cites=10472289398305574429&as_sdt=2005&sciodt=2007&hl=en,160,2022-07-10 13:41,,,,,,,,,1,1.0,0,7,1.0,"… ’ comprehension, where text simplification combined with other … and lexical text simplification, (2) manual text simplification, … show that the manual text simplification approach had the …",https://academic.oup.com/jamiaopen/article/4/1/ooab026/6217389,https://scholar.google.com/scholar?q=related:Hc4XI7kLVZEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"R Stodden, L Kallmeyer","TS-ANNO: An Annotation Tool to Build, Annotate and Evaluate Text Simplification Corpora",2022.0,Proceedings of the 60th Annual Meeting …,aclanthology.org,https://aclanthology.org/2022.acl-demo.14/,,161,2022-07-10 13:41,,,,,,,,,0,0.0,0,2,1.0,"We introduce TS-ANNO, an open-source web application for manual creation and for evaluation of parallel corpora for text simplification. TS-ANNO can be used for i) sentence–wise …",https://aclanthology.org/2022.acl-demo.14.pdf,https://scholar.google.com/scholar?q=related:viijYVAblckJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
3,"A Koptient, N Grabar",Fine-grained text simplification in French: steps towards a better grammaticality,2020.0,International Symposium on Health Information …,open.lnu.se,https://open.lnu.se/index.php/ishimr/article/view/2484,https://scholar.google.com/scholar?cites=13375739120755211633&as_sdt=2005&sciodt=2007&hl=en,162,2022-07-10 13:41,,,,,,,,,3,1.5,2,2,2.0,"… text simplification only address some lexical or syntactic transformations. Besides, little work is done on simplification … We propose to combine lexical and syntactic simplification within a …",https://open.lnu.se/index.php/ishimr/article/download/2484/2719,https://scholar.google.com/scholar?q=related:cf3o1NwroLkJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
3,"F Alva-Manchego, C Scarton, L Specia",Cross-Sentence Transformations in Text Simplification.,2019.0,WNLP@ ACL,winlp.org,https://www.winlp.org/wp-content/uploads/2019/final_papers/211_Paper.pdf,https://scholar.google.com/scholar?cites=4633529141311648836&as_sdt=2005&sciodt=2007&hl=en,163,2022-07-10 13:41,PDF,,,,,,,,3,1.0,1,3,3.0,"… to Text Simplification focus on simplifying sentences individually. However, certain simplification … In this paper, we motivate the need for modelling the simplification task at the document …",https://www.winlp.org/wp-content/uploads/2019/final_papers/211_Paper.pdf,https://scholar.google.com/scholar?q=related:RDRNXDSaTUAJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,I Rets,Linguistic accessibility of Open Educational Resources: Text Simplification As An Aid To Non-native Readers Of English,2021.0,,search.proquest.com,https://search.proquest.com/openview/b5c3ee7fff4f7305d2f494b0d3cadd7a/1?pq-origsite=gscholar&cbl=2026366&diss=y,https://scholar.google.com/scholar?cites=1651013151214749923&as_sdt=2005&sciodt=2007&hl=en,164,2022-07-10 13:41,BOOK,,,,,,,,2,2.0,2,1,1.0,"… , and evaluated text simplification as a potential solution. … accessibility and text simplification: the level of text complexity … the effect of simplification on text comprehension and processing …",http://oro.open.ac.uk/75140/1/Rets_thesis_ORO.pdf,https://scholar.google.com/scholar?q=related:40inrbaT6RYJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
4,"YK Choi, K Kirchhoff, AM Turner",Medical text simplification by medical trainees: a feasibility study,2016.0,2016 IEEE international …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7776380/,https://scholar.google.com/scholar?cites=3705461325189416674&as_sdt=2005&sciodt=2007&hl=en,165,2022-07-10 13:41,,,,,,,,,4,0.67,1,3,6.0,"… text simplification, current natural language processing (NLP) systems are not sufficiently mature for reliable text simplification… and thus need simplification; (c) generating output text that …",,https://scholar.google.com/scholar?q=related:4gbdYHFxbDMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
7,"T Kajiwara, M Komachi",Text simplification without simplified corpora,2018.0,The Journal of Natural Language Processing,core.ac.uk,https://core.ac.uk/download/pdf/235010917.pdf,https://scholar.google.com/scholar?cites=3391956393265441323&as_sdt=2005&sciodt=2007&hl=en,166,2022-07-10 13:41,PDF,,,,,,,,7,1.75,4,2,4.0,"… text simplification cannot be used in many language other than English. In this research, we propose text simplification … a pseudo-parallel corpus for text simplification from a raw corpus …",https://core.ac.uk/download/pdf/235010917.pdf,https://scholar.google.com/scholar?q=related:K6ozSl6mEi8J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"N Grabar, H Saggion","Evaluation of Automatic Text Simplification: Where are we now, where should we go from here",2022.0,Actes de la 29e Conférence sur le …,aclanthology.org,https://aclanthology.org/2022.jeptalnrecital-taln.47/,,167,2022-07-10 13:41,,,,,,,,,0,0.0,0,2,1.0,… The purpose of automatic text simplification is to adapt the … text simplification systems are quite well defined and researched in existing work but the evaluation of the simplification output …,https://aclanthology.org/2022.jeptalnrecital-taln.47.pdf,
3,R Stodden,When the Scale is Unclear-Analysis of the Interpretation of Rating Scales in Human Evaluation of Text Simplification.,2021.0,CTTS@ SEPLN,ceur-ws.org,http://ceur-ws.org/Vol-2944/paper6.pdf,https://scholar.google.com/scholar?cites=13931051443614158331&as_sdt=2005&sciodt=2007&hl=en,168,2022-07-10 13:41,PDF,,,,,,,,3,3.0,3,1,1.0,"… In the evaluation of text simplification, … of text simplification exist. Hence, several different rating scales and definitions of evaluation dimensions are used to evaluate text simplification …",http://ceur-ws.org/Vol-2944/paper6.pdf,https://scholar.google.com/scholar?q=related:-41QZHoJVcEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,A Bleiweiss,Finding Spoiler Bias in Tweets by Zero-shot Learning and Knowledge Distilling from Neural Text Simplification,2021.0,Proceedings of the First Workshop on Language …,aclanthology.org,https://aclanthology.org/2021.ltedi-1.7/,https://scholar.google.com/scholar?cites=9403994128218354826&as_sdt=2005&sciodt=2007&hl=en,169,2022-07-10 13:41,HTML,,,,,,,,1,1.0,1,1,1.0,"… In this paper we propose to cast the problem of discovering spoiler bias in online discourse as a text simplification task. We conjecture that for an item-user pair, the simpler the user …",https://aclanthology.org/2021.ltedi-1.7/,https://scholar.google.com/scholar?q=related:inRQytWygYIJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
4,"S Tyagi, D Chopra, I Mathur…",Comparison of classifier based approach with baseline approach for English-Hindi text simplification,2015.0,… Conference on Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7148390/,https://scholar.google.com/scholar?cites=2860455849098061566&as_sdt=2005&sciodt=2007&hl=en,170,2022-07-10 13:41,,,,,,,,,4,0.57,1,4,7.0,"… Simplification and Syntactic Simplification. In this paper, we have compared baseline approach of Text Simplification with classifier based approach of Text Simplification in improving …",,https://scholar.google.com/scholar?q=related:_qYtfXBhsicJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"VHA Ribeiro, P Cavalin, E Morais",A Dynamic Multi-criteria Multi-engine Approach for Text Simplification,2021.0,2021 International Joint …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9533365/,,171,2022-07-10 13:41,,,,,,,,,0,0.0,0,3,1.0,… text simplification tasks. Given the complementarity of different metrics used for machine translation and text simplification … the proposed method for text simplification; Section IV details …,,https://scholar.google.com/scholar?q=related:r6g4Bzc9WJYJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
5,"S Vajjala, D Meurers",Readability assessment for text simplification.,2014.0,ITL: International Journal of Applied …,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00190829&AN=100666656&h=GFPIQB%2FihKgzH5KaXMqndYBACbPqJ5MEp%2Bnk%2FrreuDQ9xo0EhWO76KkfR3kgFqj47xMLO4kfiViTzKw2QYHiUQ%3D%3D&crl=c,https://scholar.google.com/scholar?cites=17039304484911260537&as_sdt=2005&sciodt=2007&hl=en,172,2022-07-10 13:41,,,,,,,,,5,0.63,3,2,8.0,"… Automatic text simplification is the process of simplifying the form of a text while preserving its … , this is the first study which considers readability assessment as a part of text simplification …",,https://scholar.google.com/scholar?q=related:eSPboibFd-wJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"B Janfada, B Minaei-Bidgoli",A Review of the Most Important Studies on Automated Text Simplification Evaluation Metrics,2020.0,2020 6th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9122325/,https://scholar.google.com/scholar?cites=3176894860153319949&as_sdt=2005&sciodt=2007&hl=en,173,2022-07-10 13:41,,,,,,,,,1,0.5,1,2,2.0,"… of text simplification, no specific survey has been done on the question of evaluation metrics and methods of text simplification. In … in the field of text simplification, focusing on evaluation …",,https://scholar.google.com/scholar?q=related:DfIzHAuZFiwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"O Ivchenko, N Grabar",Impact of the Text Simplification on Understanding,2022.0,Studies in Health Technology and …,ebooks.iospress.nl,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI220546,,174,2022-07-10 13:41,,10.3233/SHTI220546,,,,,,,0,0.0,0,2,1.0,"… The purpose of text simplification is to reduce the linguistic complexity of the content and to … simplification systems, it may be useful to know what is the real impact of simplification on …",,https://scholar.google.com/scholar?q=related:_xsFxUN2KfEJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
3,E Rennes,Improved Automatic Text Simplification by Manual Training,2015.0,,diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:839158,https://scholar.google.com/scholar?cites=2329699788067581339&as_sdt=2005&sciodt=2007&hl=en,175,2022-07-10 13:41,,,,,,,,,3,0.43,3,1,7.0,"… text simplification system, and the exploration of whether it is possible to improve the performance of a rule based text simplification … the performance of a text simplification system as a …",https://www.diva-portal.org/smash/get/diva2:839158/FULLTEXT01.pdf,https://scholar.google.com/scholar?q=related:my0SLZ3BVCAJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"C Niklaus, M Cetto, A Freitas, S Handschuh",Context-Preserving Text Simplification,2021.0,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2105.11178,,176,2022-07-10 13:41,,,,,,,,,0,0.0,0,4,1.0,We present a context-preserving text simplification (TS) approach that recursively splits and rephrases complex English sentences into a semantic hierarchy of simplified sentences. …,https://arxiv.org/pdf/2105.11178,https://scholar.google.com/scholar?q=related:mAnne41gRcgJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"TB Lima, ACA Nascimento, G Valença…",Portuguese Neural Text Simplification Using Machine Translation,2021.0,Brazilian Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-91699-2_37,,177,2022-07-10 13:41,,10.1007/978-3-030-91699-2_37,,,,,,,0,0.0,0,4,1.0,… 4.2 Automatic Text Simplification This section presents the details about the automatic text simplification architecture adopted in this study. We applied the Transformer and Bidirectional …,,https://scholar.google.com/scholar?q=related:IJPsjMfOkJgJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
5,"S Štajner, M Popović",Automated text simplification as a preprocessing step for machine translation into an under-resourced language,2019.0,,doras.dcu.ie,http://doras.dcu.ie/24479/1/RANLP19Maja.pdf,https://scholar.google.com/scholar?cites=3332130569539032943&as_sdt=2005&sciodt=2007&hl=en,178,2022-07-10 13:41,PDF,,,,,,,,5,1.67,3,2,3.0,"… In this study, we want to return to the original motivation for text simplification and explore whether the state-of-the-art ‘general purpose’ ATS system can be used to improve machine …",http://doras.dcu.ie/24479/1/RANLP19Maja.pdf,https://scholar.google.com/scholar?q=related:bxeYPhkbPi4J:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,"N Grabar, R Cardon",Various factors of the evaluation of text simplification,2021.0,CLEF-Conference and Labs of the …,simpletext-project.com,http://simpletext-project.com/2021/clef/Grabar_CLEF.pdf,,179,2022-07-10 13:41,PDF,,,,,,,,0,0.0,0,2,1.0,… Automatic text simplification adapt the content of a text so that it becomes easily … Creating an aligned Russian text simplification dataset from language learner data. In Proc of the 8th …,http://simpletext-project.com/2021/clef/Grabar_CLEF.pdf,
1,"H Hansen, A Widera, J Ponge…",Machine learning for readability assessment and text simplification in crisis communication: A systematic review,2021.0,… of the 54th …,scholarspace.manoa.hawaii.edu,https://scholarspace.manoa.hawaii.edu/handle/10125/70890,https://scholar.google.com/scholar?cites=4197502899244635436&as_sdt=2005&sciodt=2007&hl=en,180,2022-07-10 13:41,,,,,,,,,1,1.0,0,4,1.0,"… We present systematic literature reviews of readability assessment and text simplification. Our … This also applies to text simplification, where an exact assessment is only partly possible …",https://scholarspace.manoa.hawaii.edu/bitstream/10125/70890/1/0223.pdf,https://scholar.google.com/scholar?q=related:LBUmxaWGQDoJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,C Niklaus,From Complex Sentences to a Formal Semantic Representation using Syntactic Text Simplification and Open Information Extraction,2022.0,,opus4.kobv.de,https://opus4.kobv.de/opus4-uni-passau/frontdoor/index/index/docId/1054,https://scholar.google.com/scholar?cites=8312857479634336482&as_sdt=2005&sciodt=2007&hl=en,181,2022-07-10 13:41,,,,,,,,,1,1.0,1,1,1.0,… The task of Text Simplification (TS) may remedy this situation. It aims to modify sentences in … It obtains the highest score on three simplification datasets from two different domains with …,https://opus4.kobv.de/opus4-uni-passau/files/1054/niklaus_christina_complex_sentences.pdf,https://scholar.google.com/scholar?q=related:4roNltUzXXMJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
1,"KC Sheang, H Saggion",Controllable Sentence Simplification with a Unified Text-to-Text Transfer Transformer,2021.0,… of the 14th International Conference on …,aclanthology.org,https://aclanthology.org/2021.inlg-1.38/,https://scholar.google.com/scholar?cites=10114204733516740392&as_sdt=2005&sciodt=2007&hl=en,182,2022-07-10 13:41,HTML,,,,,,,,1,1.0,1,2,1.0,"… However, no study has been found using this pre-trained model on Text Simplification. Therefore in this paper, we explore the use of T5 fine-tuning on Text Simplification combining with …",https://aclanthology.org/2021.inlg-1.38/,https://scholar.google.com/scholar?q=related:KPfWJp7fXIwJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
2,KC Sheang,Context-aware automatic text simplification,2019.0,CEUR Workshop Proceedings,ceur-ws.org,http://ceur-ws.org/Vol-2633/paper10.pdf,https://scholar.google.com/scholar?cites=15316904039523704648&as_sdt=2005&sciodt=2007&hl=en,183,2022-07-10 13:41,PDF,,,,,,,,2,0.67,2,1,3.0,"… Simplified text is … in Text Simplification is to get the text as simple as possible while preserving the same meaning. In this paper, we are proposing a new research on Text Simplification, …",http://ceur-ws.org/Vol-2633/paper10.pdf,https://scholar.google.com/scholar?q=related:SF-OThKTkNQJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
3,"S Bautista, R Hervás, P Gervás, J Rojo",An approach to treat numerical information in the text simplification process,2017.0,Universal Access in the …,Springer,https://link.springer.com/article/10.1007/s10209-015-0426-z,https://scholar.google.com/scholar?cites=17994370251983438083&as_sdt=2005&sciodt=2007&hl=en,184,2022-07-10 13:41,,10.1007/s10209-015-0426-z,,,,,,,3,0.6,1,4,5.0,… This paper presents an approach to treat numerical information in the text simplification process to make it more accessible. A generic model for automatic text simplification systems is …,http://nil.fdi.ucm.es/sites/default/files/UAIS-2014-734_FINAL.pdf,https://scholar.google.com/scholar?q=related:A0FU6mfYuPkJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
0,W Xu,Importance of Data and Controllability in Neural Text Simplification.,2021.0,CLEF (Working Notes),ceur-ws.org,http://ceur-ws.org/Vol-2936/paper-204.pdf,,185,2022-07-10 13:41,PDF,,,,,,,,0,0.0,0,1,1.0,"… We apply our CRF aligner to construct two new text simplification datasets, Newsela-Auto … for text simplification. In the second work, we explore how text simplification improves the …",http://ceur-ws.org/Vol-2936/paper-204.pdf,https://scholar.google.com/scholar?q=related:i-wYcbmZULcJ:scholar.google.com/&scioq=intitle:text+intitle:simplification&hl=en&as_sdt=2007&as_ylo=2012&as_yhi=2022
